V_fci V_hf C_fci C_hf b c E_dec-E_fci E_bo-E_fci K_en K_overlap Sectors_en Sectors_overlap
9.794837374988230039e-02 1.620533886672610169e-01 9.129315352408734832e-03 1.749789132973981684e-02 1.000042769139295018e+00 -1.920120861240210530e+00 4.629839838336624602e-02 4.269399355048020261e-02 2.600000000000000000e+01 1.100000000000000000e+01 8.000000000000000000e+00 7.000000000000000000e+00
1.644316676137957678e-01 1.629148858822581647e-01 6.194093796667458039e-03 2.161324183520555581e-02 1.000011127113013432e+00 -1.959150850488940110e+00 2.649763369944313496e-02 2.038225951120464785e-02 2.600000000000000000e+01 6.000000000000000000e+00 8.000000000000000000e+00 4.000000000000000000e+00
3.453393765742446275e-02 9.117600019723599847e-02 5.517229288245085149e-03 6.057205781373383932e-03 1.000309509754221171e+00 -1.955108379305909638e+00 2.658470274170010583e-02 2.519492842631043672e-02 2.600000000000000000e+01 8.000000000000000000e+00 8.000000000000000000e+00 5.000000000000000000e+00
1.909557804882435539e+00 9.998441524349999110e-01 3.807345865628703439e-03 1.595108182489218471e-02 -1.000093394792998858e+00 7.009616973180692533e-05 4.758706427321235388e-02 3.033665394057805109e-02 2.500000000000000000e+01 1.800000000000000000e+01 1.600000000000000000e+01 1.300000000000000000e+01
1.909553982725497479e+00 9.998424760213387996e-01 3.807345305389268301e-03 1.595093831856200448e-02 -9.999813522415468281e-01 -5.363504722373654902e-05 4.758714797335694691e-02 3.028535016043476524e-02 2.500000000000000000e+01 1.700000000000000000e+01 1.600000000000000000e+01 1.300000000000000000e+01
3.453368929492983685e-02 9.117740190775169840e-02 5.517228827541055536e-03 6.056829701577097318e-03 9.995340222425894705e-01 -1.954429826277414461e+00 2.658447556779175436e-02 2.520022550333123057e-02 2.600000000000000000e+01 8.000000000000000000e+00 8.000000000000000000e+00 5.000000000000000000e+00
9.794721852056964551e-02 1.620528958885885107e-01 9.129315013561775660e-03 1.749791654103229066e-02 9.999936560734759006e-01 -1.920053831265446931e+00 4.629839838336757829e-02 4.269421243562088186e-02 2.600000000000000000e+01 1.100000000000000000e+01 8.000000000000000000e+00 7.000000000000000000e+00
4.191607965289634308e-02 1.570775902396127077e-01 9.481494380410779299e-03 1.433865806905869865e-02 1.000065017097921505e+00 -1.651778399907980033e+00 4.629839838336646807e-02 3.465274661764849995e-02 3.000000000000000000e+01 1.200000000000000000e+01 1.500000000000000000e+01 1.200000000000000000e+01
1.909534782687019483e+00 9.998340559841322195e-01 3.807350002814277601e-03 1.595025610350057563e-02 -1.000141894709285717e+00 2.073206652641048319e-04 4.758754676143306384e-02 3.022773716795179588e-02 2.500000000000000000e+01 1.800000000000000000e+01 1.600000000000000000e+01 1.300000000000000000e+01
1.909554185518969716e+00 9.998425791802759699e-01 3.807345293550476201e-03 1.595095642949230508e-02 -9.999354363928547595e-01 -6.280354579715921950e-05 4.758712808542098216e-02 3.028646412416069467e-02 2.500000000000000000e+01 1.700000000000000000e+01 1.600000000000000000e+01 1.300000000000000000e+01
