V_fci V_hf C_fci C_hf b c E_dec-E_fci E_bo-E_fci K_en K_overlap Sectors_en Sectors_overlap
8.334025468396810687e-02 1.666632346676603926e-01 5.050413531808907169e-06 9.670799121317078667e-04 9.999879367657233953e-01 -1.999927260661056083e+00 2.257262526117465029e-05 2.134386158325618510e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084053004299618594e-02 8.347517910994739498e-02 3.357149944570920029e-06 1.636345055657643683e-04 1.000046273420559517e+00 -2.000016217150438980e+00 1.354398394926015214e-05 1.219115054773567408e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084053508541666710e-02 8.347519724792876183e-02 3.357215466269552359e-06 1.636323047402117516e-04 9.998352876145432111e-01 -1.999805626267511460e+00 1.354419747356949699e-05 1.216305609186285608e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084464105181227378e-02 1.666562508014236832e-01 5.776495258966456163e-06 5.263155808508761507e-04 1.000056306707514775e+00 -1.999868773787200515e+00 2.257262526517145318e-05 2.098371991898773103e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.374589483993453043e-01 6.067808224969662989e-01 1.363416316165560555e-05 1.174281300436781621e-05 -3.677359274496732611e-01 -3.532263383585039662e+00 2.359739867419108350e-05 9.714353594869606923e-07 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084059515205921587e-02 8.347551183925226714e-02 3.357256096578049172e-06 1.636330772725256145e-04 1.000004583469349395e+00 -1.999983886000336053e+00 1.354448891333071003e-05 1.215384104358285811e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.620472573092148316e-02 1.924057379582134464e-01 6.138713620671258415e-06 6.118338577516465640e-06 1.661408840110035534e+00 -2.885722594467975632e+00 2.361026538832966537e-05 2.006451969949196723e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.792567128670931709e-04 1.676907740563361449e-01 5.163076282887512546e-06 4.605941522856880425e-06 9.623604706010587817e-01 -1.391578295874252635e+00 2.257262525806602582e-05 2.257262525784398122e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.986968559648645716e-03 1.623996881139247450e-01 5.228431330703324206e-06 4.914285717605711853e-06 8.075982454035933733e-01 -1.434946436699086059e+00 2.257262526095260569e-05 2.257262526383918555e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.882163103370944279e-01 4.502636075904903334e-01 5.651936292211658268e-06 7.742901304511488132e-06 -1.615148025530393494e-01 -1.125826497578081176e+00 2.359634269466504009e-05 5.830046820864964729e-06 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
