V_fci V_hf C_fci C_hf b c E_dec-E_fci E_bo-E_fci K_en K_overlap Sectors_en Sectors_overlap
5.017226178818272597e-01 4.058630634166010553e-01 5.652131040653902238e-06 7.418736185523118319e-06 -8.459056079804788686e-02 -1.156481490036304960e+00 2.366933114239522240e-05 9.915054388631716620e-07 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.210969581628407843e-02 1.642079318942031574e-01 4.262519070723405472e-05 9.583773777034793355e-04 1.000026350941789266e+00 -1.953314556345662423e+00 1.421322150885195867e-05 1.190419554686350523e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.083644876579993088e-02 8.342806546497794074e-02 3.806157661427713227e-06 1.634671053103849906e-04 9.963055797881433806e-01 -1.995435813569135020e+00 1.605358710254911614e-05 1.491218477300826351e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.070411802955185454e-02 1.655530081923389518e-01 7.243443149375098909e-06 5.238768904885999014e-04 1.000080890567622172e+00 -1.979570775226580981e+00 2.257262526228487332e-05 2.257262526206282871e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.405043518783315903e-01 5.564462386473580935e-01 3.789145487206455181e-06 7.377617907667980500e-06 -2.276370234364003264e-01 -7.420175253498844103e-01 2.366218216165449917e-05 2.043191376377428981e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.083560850868787506e-02 8.342925443313985168e-02 3.781523122599017404e-06 1.634667146022854907e-04 9.992397141795718030e-01 -1.998415379213865917e+00 1.597871427549968359e-05 1.485794335809309530e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.139633498323036509e-02 1.655620019303617185e-01 8.609953353435009256e-06 1.042097657542727590e-03 1.000036841015618627e+00 -1.979696770262537209e+00 2.257262525873215964e-05 2.257262525895420424e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.885113842823861852e-02 1.937454411317710568e-01 5.122858251270416086e-06 4.566205767782478727e-06 1.477428653691320593e+00 -1.638871670562413119e+00 2.364155770040454740e-05 5.848847689060576727e-06 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.239886206264369406e-03 1.610333850187609661e-01 5.396072062170314159e-06 5.177123960284955903e-06 8.058385820040776526e-01 -1.560861695384381687e+00 2.257262526450531936e-05 2.257262526494940857e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.783170403952820782e-01 3.426582639347369730e-01 5.622501309655174417e-06 6.936308280525355614e-06 3.716881222507652238e-02 -1.203782076116060251e+00 2.370297089804296320e-05 9.753958569724829886e-07 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
