V_fci V_hf C_fci C_hf b c E_dec-E_fci E_bo-E_fci K_en K_overlap Sectors_en Sectors_overlap
2.084126304300848442e-02 8.345145816354820889e-02 3.781842391637319533e-06 1.634888169105512394e-04 9.999999999999998890e-01 -2.000000000000001332e+00 1.611011639446324750e-05 1.500143606625314874e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084121873405098135e-02 8.345247032366027995e-02 3.747765224679504218e-06 1.634884045495849569e-04 9.999999999999998890e-01 -2.000000000000001332e+00 1.590807350981826573e-05 1.479418625893735850e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084124660587799438e-02 8.345176217481740932e-02 3.770010294045044976e-06 1.634884512107605855e-04 9.999999999999998890e-01 -2.000000000000001332e+00 1.604317459724668993e-05 1.493575567645955005e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084125442104201031e-02 8.345172410688571352e-02 3.775874066449723965e-06 1.634885062962060408e-04 9.999999999999998890e-01 -2.000000000000001332e+00 1.607666785230499329e-05 1.491222118854551582e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.775180168232640909e-05 1.666666666664735064e-01 2.745704447725497317e-05 3.629593936670635933e-05 9.999999999999998890e-01 -2.000000000000001332e+00 2.257262526117465029e-05 2.257262526139669490e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084125626233696016e-02 8.345164575003745366e-02 3.777480905488748090e-06 1.634887052081596267e-04 9.999999999999998890e-01 -2.000000000000001332e+00 1.608585809864671035e-05 1.493461317814137601e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.666666666589852186e-01 1.666665336769530825e-01 3.041770841919285956e-06 1.927720330277340154e-03 9.999999999999998890e-01 -2.000000000000001332e+00 1.417240990608803486e-05 1.179000308604294389e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.666666666589823875e-01 1.666665338589112533e-01 3.037211011882798210e-06 1.927719484410698450e-03 9.999999999999998890e-01 -2.000000000000001332e+00 1.416587880798125809e-05 1.177356702930509869e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.199591804636672310e-02 2.358721131789260912e-04 2.966405082730954115e-04 3.155793763299495928e-04 9.999999999999998890e-01 -2.000000000000001332e+00 2.257262526650372081e-05 1.234870777166996447e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.334194208760081768e-02 1.666666038712855402e-01 5.053315513199501053e-06 9.670988542007708834e-04 9.999999999999998890e-01 -2.000000000000001332e+00 2.257262526161873950e-05 2.135056043583993812e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
