V_fci V_hf C_fci C_hf b c E_dec-E_fci E_bo-E_fci K_en K_overlap Sectors_en Sectors_overlap
8.334194038112541225e-02 1.666666052191192460e-01 5.050520599065354567e-06 9.671002206938532006e-04 9.999999999999998890e-01 -2.000000000000001332e+00 2.257262526073056108e-05 2.136583582257323144e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084073889632215293e-02 8.347613646501030049e-02 3.357372602554425166e-06 1.636404155421017305e-04 9.999999999999998890e-01 -2.000000000000001332e+00 1.354526204289108193e-05 1.221564903675087521e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.333893729781699511e-02 1.666666053761609867e-01 3.808526896087416541e-06 9.663551496657283918e-04 9.999999999999998890e-01 -2.000000000000001332e+00 1.405596359660421513e-05 1.126740665302605748e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084073863117774650e-02 8.347610466610370927e-02 3.357132794025030846e-06 1.636366488193303375e-04 9.999999999999998890e-01 -2.000000000000001332e+00 1.354389520336063413e-05 1.217936093822480359e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.421113100796844719e-05 1.666666666666667407e-01 5.876793892390465751e-06 5.710655615870342288e-06 9.999999999999998890e-01 -2.000000000000001332e+00 2.257262526539349778e-05 2.257262526472736397e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084073859465573886e-02 8.347605489932727330e-02 3.357128091120902891e-06 1.636356441112694221e-04 9.999999999999998890e-01 -2.000000000000001332e+00 1.354387799268330639e-05 1.217734918190771509e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084594397605576965e-02 1.666666666666667129e-01 5.776830634758320921e-06 5.263495827152201096e-04 9.999999999999998890e-01 -2.000000000000001332e+00 2.257262526095260569e-05 2.095174877925209955e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.666666666594653345e-01 1.666665437996829036e-01 2.982217016041883139e-06 1.927744321368117780e-03 9.999999999999998890e-01 -2.000000000000001332e+00 1.405552953825939255e-05 1.098087766426836254e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084594386861005066e-02 1.666666666666667684e-01 5.776760601422587302e-06 5.263333303786003762e-04 9.999999999999998890e-01 -2.000000000000001332e+00 2.257262525962033806e-05 2.100289345507988514e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.334194064266986501e-02 1.666666049606819189e-01 5.050698035954167741e-06 9.670996895660316809e-04 9.999999999999998890e-01 -2.000000000000001332e+00 2.257262526095260569e-05 2.130188326177062663e-05 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
